Keyword,Title,Authors,Views
Blackhole,A Cluster-Based Energy-Efficient Secure Optimal Path-Routing Protocol for Wireless Body-Area Sensor Networks,"by Ruby Dass, Manikandan Narayanan, Gayathri Ananthakrishnan, Tamilarasi Kathirvel Murugan, Musiri Kailasanathan Nallakaruppan, Siva Rama Krishnan Somayaji, Kannan Arputharaj, Surbhi Bhatia Khan and Ahlam Almusharraf",4568
Blackhole,Higgs Field-Induced Triboluminescence in Binary Black Hole Mergers,"by Mariam Chitishvili, Merab Gogberashvili, Rostislav Konoplich and Alexander S. Sakharov",2454
Blackhole,On the Quantum Regularization of Singular Black-Hole Solutions in Covariant Quantum Gravity,by Massimo Tessarotto and Claudio Cremaschini,1376
Blackhole,Iron Rim Lesions as a Specific and Prognostic Biomarker of Multiple Sclerosis: 3T-Based Susceptibility-Weighted Imaging,"by Sooyoung Kim, Eun Kyoung Lee, Chang June Song and Eunhee Sohn",3073
Blackhole,Do Multi-Structural One-Off FRBs Trace Similar Cosmology History with Repeaters?,"by Yuhao Zhu, Chenhui Niu, Xianghan Cui, Di Li, Yi Feng, Chaowei Tsai, Pei Wang, Yongkun Zhang, Fanyi Meng and Zheng Zheng",1713
Blackhole,Probing Modified Gravity Theories with Scalar Fields Using Black-Hole Images,"by Georgios Antoniou, Alexandros Papageorgiou and Panagiota Kanti",3183
Blackhole,Routing Attacks Detection in 6LoWPAN-Based Internet of Things,"by Ammar Alazab, Ansam Khraisat, Sarabjot Singh, Savitri Bevinakoppa and Osama A. Mahdi",5784
Blackhole,A Lightweight Anomaly Detection System for Black Hole Attack,"by Ashraf Abdelhamid, Mahmoud Said Elsayed, Anca D. Jurcut and Marianne A. Azer",4631
Blackhole,HINOTORI and Its Perspectives in the Black-Hole Jet Study,"by Toshihisa Tsutsumi, Kotaro Niinuma, Hiroshi Imai, Ryoko Amari, Yusuke Shimizu, Hideo Ogawa, Atsushi Nishimura, Chieko Miyazawa, Tomoaki Oyama, Hiroyuki Kaneko, Keisuke Nakashima, Satoko Sawada-Satoh and Takahiro Aoki",2203
Blackhole,A Recursive Conic Approximation for Solving the Optimal Power Flow Problem in Bipolar Direct Current Grids,"by Oscar Danilo Montoya, Luis Fernando Grisales-Noreña and Jesús C. Hernández",1980
Blackhole,Thermodynamics of an Empty Box,"by Georg J. Schmitz, Michael te Vrugt, Tore Haug-Warberg, Lodin Ellingsen, Paul Needham and Raphael Wittkowski",3565
Blackhole,A Novel Deep Learning-Based Intrusion Detection System for IoT Networks,by Albara Awajan,23067
Blackhole,The ngEHT’s Role in Measuring Supermassive Black Hole Spins,"by Angelo Ricarte, Paul Tiede, Razieh Emami, Aditya Tamar and Priyamvada Natarajan",3324
Blackhole,An Ensemble-Based Machine Learning Approach for Cyber-Attacks Detection in Wireless Sensor Networks,"by Shereen Ismail, Zakaria El Mrabet and Hassan Reza",5667
Blackhole,An Intrusion Detection System for RPL-Based IoT Networks,"by Eric Garcia Ribera, Brian Martinez Alvarez, Charisma Samuel, Philokypros P. Ioulianou and Vassilios G. Vassilakis",3854
Blackhole,Effective Field Theory Description of Horizon-Fluid Determines the Scrambling Time,by Swastik Bhattacharya and S. Shankaranarayanan,2044
Blackhole,Forensic Analysis of Blackhole Attack in Wireless Sensor Networks/Internet of Things,"by Ahmad Hasan, Muazzam A. Khan, Balawal Shabir, Arslan Munir, Asad Waqar Malik, Zahid Anwar and Jawad Ahmad",4202
Blackhole,EBR: Routing Protocol to Detect Blackhole Attacks in Mobile Ad Hoc Networks,by Deepika Kancharakuntla and Hosam El-Ocla,1921
Blackhole,Searching for γ-ray Emission from Binary Black-Hole Mergers Detected in LIGO/Virgo O3 Run,by Chongyang Ren and Zhongxiang Wang,2008
Blackhole,Final-State Condition and Dissipative Quantum Mechanics,by Pei-Ming Ho,1561
Blackhole,A Trust-Based Model for Secure Routing against RPL Attacks in Internet of Things,"by Syeda Mariam Muzammal, Raja Kumar Murugesan, Noor Zaman Jhanjhi, Mamoona Humayun, Ashraf Osman Ibrahim and Abdelzahir Abdelmaboud",5872
Blackhole,Hunting Quantum Gravity with Analogs: The Case of High-Energy Particle Physics,"by Paolo Castorina, Alfredo Iorio and Helmut Satz",2149
Blackhole,PINE: Post-Quantum Based Incentive Technique for Non-Cooperating Nodes in Internet of Everything,"by Ashwin Balaji, Sanjay Kumar Dhurandher and Isaac Woungang",2928
Blackhole,Trust and Mobility-Based Protocol for Secure Routing in Internet of Things,"by Syeda Mariam Muzammal, Raja Kumar Murugesan, NZ Jhanjhi, M. Shamim Hossain and Abdulsalam Yassine",4245
Blackhole,Optimal Pole-Swapping in Bipolar DC Networks Using Discrete Metaheuristic Optimizers,"by Oscar Danilo Montoya, Ángeles Medina-Quesada and Jesus C. Hernández",1960
