Keyword,Title,Authors,Views
Drought soybean,"Progressive Water Deficit Impairs Soybean Growth, Alters Metabolic Profiles, and Decreases Photosynthetic Efficiency","by Renan Falcioni, Caio Almeida de Oliveira, Nicole Ghinzelli Vedana, Weslei Augusto Mendonça, João Vitor Ferreira Gonçalves, Daiane de Fatima da Silva Haubert, Dheynne Heyre Silva de Matos, Amanda Silveira Reis, Werner Camargos Antunes, Luis Guilherme Teixeira Crusiol, Rubson Natal Ribeiro Sibaldelli, Alexandre Lima Nepomuceno, Norman Neumaier, José Renato Bouças Farias, Renato Herrig Furlanetto, José Alexandre Melo Demattê and Marcos Rafael Nanni",1100
Drought soybean,Positive Effects of Reduced Tillage Practices on Earthworm Population Detected in the Early Transition Period,"by Irena Bertoncelj, Anže Rovanšek and Robert Leskovšek",1224
Drought soybean,"Impact of Nitrogen Fertilisation and Inoculation on Soybean Nodulation, Nitrogen Status, and Yield in a Central European Climate","by Waldemar Helios, Magdalena Serafin-Andrzejewska, Marcin Kozak and Sylwia Lewandowska",1316
Drought soybean,"Meta-Analysis of Wild Relatives and Domesticated Species of Rice, Tomato, and Soybean Using Publicly Available Transcriptome Data",by Makoto Yumiya and Hidemasa Bono,1330
Drought soybean,Genome-Wide Characterization of VDAC Gene Family in Soybean (Glycine max L.) and In Silico Expression Profiling in Response to Drought and Salt Stress,"by Muhammad Muneeb Ullah, Muqadas Aleem, Muhammad Mudassar Iqbal, Awais Riaz and Ainong Shi",784
Drought soybean,Spatiotemporal Evaluation of Soil Water Resources and Coupling of Crop Water Demand Under Dryland Conditions,"by Yaoyu Li, Kaixuan Li, Xifeng Liu, Zhimin Zhang, Zihao Gao, Qiang Wang, Guofang Wang and Wuping Zhang",530
Drought soybean,Genome-Wide Analysis of Soybean Polyamine Oxidase Genes Reveals Their Roles in Flower Development and Response to Abiotic Stress,"by Yang Yu, Bohuai Jin, Meina Gao, Ke Zhang, Zhouli Liu and Xiangbo Duan",744
Drought soybean,Negative Regulation of GmNAC35 by miR164 Enhances Drought Tolerance in Soybean,"by Wentao Hu, Man Zhang, Jie Lu, Miaomiao Zhang, Reqing He, Youlin Zhu, Dong Wang and Liyun Jiang",1008
Drought soybean,Suitability Analysis of Crops for Sloping Farmland in Arid Sandy Regions with Traditional Farming Methods,"by Shuanhu Li, Haonan Zhang, Qingguo Chi, Bohan Zhao and Ping Wang",1355
Drought soybean,Genome-Wide Characterization and Analysis of the FH Gene Family in Medicago truncatula Under Abiotic Stresses,by Jiatong Wang and Chunyang Zhou,1237
Drought soybean,Using Satellites to Monitor Soil Texture in Typical Black Soil Areas and Assess Its Impact on Crop Growth,"by Liren Gao, Yuhong Zhang, Deqiang Zang, Qian Yang, Huanjun Liu and Chong Luo",1284
Drought soybean,Pan-Genome-Based Characterization of the SRS Transcription Factor Family in Foxtail Millet,"by Ruimiao Li, Cuiyun Lei, Qiang Zhang, Xiaomeng Guo, Xiting Cui, Xingchun Wang, Xukai Li and Jianhua Gao",1232
Drought soybean,"Symbiotic N2 Fixation, Leaf Photosynthesis, and Abiotic Stress Tolerance of Native Rhizobia Isolated from Soybean Nodules at Da, Upper West Region, Ghana","by Mmatladi Tesia Mataboge, Mustapha Mohammed and Felix Dapare Dakora",983
Drought soybean,Overexpression of the Transcription Factor GmbZIP60 Increases Salt and Drought Tolerance in Soybean (Glycine max),"by Mengnan Chai, Fan Yang, Shuping Cai, Tingyu Liu, Xiaoyuan Xu, Youmei Huang, Xinpeng Xi, Jiahong Yang, Zhuangyuan Cao, Ling Sun, Danlin Dou, Xunlian Fang, Maokai Yan and Hanyang Cai",1374
Drought soybean,A Multiple Instance Learning Approach to Study Leaf Wilt in Soybean Plants,"by Sanjana Banerjee, Paula Ramos, Chris Reberg-Horton, Steven Mirsky, Anna Locke and Edgar Lobaton",848
Drought soybean,Genome-Wide Characterization of Soybean 1-Aminocyclopropane-1-carboxylic Acid Synthase Genes Demonstrates the Importance of GmACS15 in the Salt Stress Responses,"by Peng Cheng, Yi-Cheng Yu, Si-Hui Wang, Jun Yang, Run-Nan Zhou, Xin-Ling Zhang, Chun-Yan Liu, Zhan-Guo Zhang, Ming-Liang Yang, Qing-Shan Chen, Xiao-Xia Wu and Ying Zhao",1145
Drought soybean,Silicon Nano-Fertilizer-Enhanced Soybean Resilience and Yield Under Drought Stress,"by Jian Wei, Lu Liu, Zihan Wei, Qiushi Qin, Qianyue Bai, Chungang Zhao, Shuheng Zhang and Hongtao Wang",1642
Drought soybean,Effects of Fertilization on Soil Physicochemical Properties and Enzyme Activities of Zanthoxylum planispinum var. Dingtanensis Plantation,"by Yurong Fu, Yanghua Yu, Shunsong Yang, Guangguang Yang, Hui Huang, Yun Yang and Mingfeng Du",933
Drought soybean,Genome-Wide Analysis of Soybean GS3-Family Genes and Functional Characterization of GmGS3-1 Responses to Saline and Drought Stresses,"by Ting Jin, Kai Zhang, Xiaoshuai Hao, Xiujie Zhang, Shichao Wang and Weihua Long",1315
Drought soybean,"Optimized Phosphorus Application Under Water Stress Enhances Photosynthesis, Physiological Traits, and Yield in Soybean During Flowering Stage","by Qu Chen, Tangzhe Nie, Yang Li, Hao Li, Yubo Sun, Yuzhe Wu, Yuxian Zhang and Mengxue Wang",2056
Drought soybean,Exogenous Melatonin Improves Drought Tolerance by Regulating the Antioxidant Defense System and Photosynthetic Efficiency in Fodder Soybean Seedings,"by Qianhan Zhao, Xueling Zheng, Chen Wang, Qinyi Wang, Qiyun Wei, Xiashun Liu, Yujiao Liu, Along Chen, Jia Jiang, Xueying Zhao, Tiantian He, Jiayi Qi, Yuchen Han, Haonan Qin, Fuchun Xie and Yajun Chen",1586
Drought soybean,GmGGDR Gene Confers Abiotic Stress Tolerance and Enhances Vitamin E Accumulation in Arabidopsis and Soybeans,"by Xiaofang Yu, Jinghong Li, Yanting Bie, Xinfeng Cheng, Qingyun Zheng, Nan Li, Weili Teng, Yongguang Li, Yingpeng Han and Haiyan Li",1181
Drought soybean,Chemical Informatics Combined with Kendrick Mass Analysis to Enhance Annotation and Identify Pathways in Soybean Metabolomics,"by Troy D. Wood, Erin R. Tiede, Alexandra M. Izydorczak, Kevin J. Zemaitis, Heng Ye and Henry T. Nguyen",1531
Drought soybean,Genome-Wide Association Study on Imputed Genotypes of 180 Eurasian Soybean Glycine max Varieties for Oil and Protein Contents in Seeds,"by Nadezhda A. Potapova, Irina V. Zorkoltseva, Alexander S. Zlobin, Andrey B. Shcherban, Anna V. Fedyaeva, Elena A. Salina, Gulnara R. Svishcheva, Tatiana I. Aksenovich and Yakov A. Tsepilov",1713
Drought soybean,Overexpression of the GmPM35 Gene Significantly Enhances Drought Tolerance in Transgenic Arabidopsis and Soybean,"by Xinyu Wang, Yao Sun, Rui Wang, Xinyang Li, Yongyi Li, Tianyu Wang, Zhaohao Guo, Yan Li, Wenxi Qiu, Shuyan Guan, Qi Zhang, Piwu Wang, Mingze Li, Siyan Liu and Xuhong Fan",2010
Drought soybean,Intensified Drought Threatens Future Food Security in Major Food-Producing Countries,"by Zihao Liu, Aifeng Lv and Taohui Li",4508
Drought soybean,Effects on Soil Aggregates and Organic Carbon Under a Triple-Cropping System in the Middle Reaches of the Yangtze River,"by Binjuan Yang, Qin Liu, Ning Liu, Yao Huang and Guoqin Huang",1027
Drought soybean,Microbiome Structures and Beneficial Bacteria in Soybean Roots Under Field Conditions of Prolonged High Temperatures and Drought Stress,"by Sandeep Gouli, Aqsa Majeed, Jinbao Liu, David Moseley, M. Shahid Mukhtar and Jong Hyun Ham",2446
Drought soybean,"Correction: Aleem et al. Characterization of SOD and GPX Gene Families in the Soybeans in Response to Drought and Salinity Stresses. Antioxidants 2022, 11, 460","by Muqadas Aleem, Saba Aleem, Iram Sharif, Zhiyi Wu, Maida Aleem, Ammara Tahir, Rana Muhammad Atif, Hafiza Masooma Naseer Cheema, Amir Shakeel, Sun Lei, Deyue Yu, Hui Wang, Prashant Kaushik, Mohammed Nasser Alyemeni, Javaid Akhter Bhat and Parvaiz Ahmad",937
Drought soybean,Soybean Yield Losses Related to Drought Events in Brazil: Spatial–Temporal Trends over Five Decades and Management Strategies,"by Rodrigo Cornacini Ferreira, Rubson Natal Ribeiro Sibaldelli, Luis Guilherme Teixeira Crusiol, Norman Neumaier and José Renato Bouças Farias",5385
Drought soybean,Relay Intercropping of Soybean and Winter Barley in Polish Climatic Conditions—Importance of Strip Width and Yearly Weather,"by Stanisław Świtek, Wiktor Majchrzycki, Aleksander Taras and Tomasz Piechota",1734
Drought soybean,Perspectives of Bradyrhizobium and Bacillus Inoculation for Improvement of Soybean Tolerance to Water Deficit,"by Jelena Marinković, Dragana Miljaković, Vuk Đorđević, Marjana Vasiljević, Gordana Tamindžić, Jegor Miladinović and Sanja Vasiljević",2168
Drought soybean,"Functional Characterisation of GmGASA1-like Gene in Glycine max (L.) Merr.: Overexpression Promotes Growth, Development and Stress Responses","by Mohamed A. S. Khalifa, Qi Zhang, Yeyao Du, Nooral Amin, Baozhu Dong and Piwu Wang",1397
Drought soybean,Land Suitability Assessment and Crop Water Requirements for Twenty Selected Crops in an Arid Land Environment,"by Salman A. H. Selmy, Raimundo Jimenez-Ballesta, Dmitry E. Kucher, Ahmed S. A. Sayed, Francisco J. García-Navarro, Yujian Yang and Ibraheem A. H. Yousif",4798
Drought soybean,"GmTRAB1, a Basic Leucine Zipper Transcription Factor, Positively Regulates Drought Tolerance in Soybean (Glycine max. L)","by Hui Li, Qiu-Yu Zhang, Ping Xu, Xiao-Hua Wang, Sheng-Jie Dai, Zhen-Ning Liu, Meng Xu, Xue Cao and Xiao-Yu Cui",1737
Drought soybean,"Soybean Drought Tolerance and Escape: Field Trial Assessment of Yield, Maturity Groups and Smooth-Wrinkled Seed Coats in Kazakhstan","by Raushan Yerzhebayeva, Svetlana Didorenko, Sholpan Bastaubayeva, Aigul Amangeldiyeva, Bekzhan Maikotov, Rinat Kassenov and Yuri Shavrukov",2312
