Keyword,Title,Authors,Views
Soybean,Defatted Soybean Meal-Based Koji Promotes Flavor Development in Deyang Baiwo Soy Sauce: A Comparative Multi-Omics Study,"by Kai-Yao Chen, Na Zhang, Wen-Hu Liu, Cheng Wang, Yong-Qi Hu, Cai-Hong Shen, Li Zeng and Xu Ran",0
Soybean,Safety Evaluation of Herbicides in Maize and Soybean and Their Antioxidant Defense Responses to Thifensulfuron-Methyl and Flufenacet,"by Sohail Hamza, Jizhi Yang, Liping Yu, Jing Shang, Wenyu Yang and Xuegui Wang",0
Soybean,"Biocontrol and Microscopic Observations of Bacillaceae Strains Against Root-Knot Nematodes on Cotton, Soybean and Tomato: A Brazilian Experience","by Vanessa S. Mattos, Caio A. R. Torres, Marcilene F. A. Santos, Ana C. M. M. Gomes, Nanci A. Ribeiro, Lívia M. L. Hoepers, Barbara Eckstein and Regina M. D. G. Carneiro",0
Soybean,Biosolids as Safe Fertilizers for Soybean and Maize: Enhanced Nutrition Without Antibiotic Residues or Phenotypic Resistance in Grains,"by Thiago Nery Menezes, Keite Silva Nogueira, Ruanita Veiga, Raizza Zorman Marques, André Carlos Auler, Leandro Flávio Carneiro, Murilo Duma, Rebert Skalisz and Marcelo Pedrosa Gomes",9
Soybean,Linking Thermal Ecology and Agricultural Risk: Generational Potential of Diceraeus melacanthus in Southern and Central Brazil,"by Luciano Mendes de Oliveira, Rodolfo Bianco, Maurício Ursi Ventura, Ayres de Oliveira Menezes Júnior and Humberto Godoy Androcioli",31
Soybean,Pretreatment and Thermal Stability of Idesia polycarpa Virgin Oil,"by Hongxia Feng, Yazhen Zhao, Qingya Li, Wenhui Ye, Shuwen Zheng, Juncai Hou and Yunhe Chang",78
Soybean,Enhanced In Vitro System for Predicting Methane Emissions from Ruminant Feed,by Seongwon Seo and Mingyung Lee,164
Soybean,Why “Where” Matters as Much as “How Much”: Single-Cell and Spatial Transcriptomics in Plants,"by Kinga Moskal, Marta Puchta-Jasińska, Paulina Bolc, Adrian Motor, Rafał Frankowski, Aleksandra Pietrusińska-Radzio, Anna Rucińska, Karolina Tomiczak and Maja Boczkowska",144
Soybean,"Novel Mono-Substituted 4H-1,2,6-Thiadiazines with Antioxidant and Anti-Lipoxygenase Activities","by Eleftherios Charissopoulos, Panayiotis A. Koutentis, Andreas S. Kalogirou and Eleni Pontiki",55
Soybean,Cross-Linked Biocomposites with Both Matrix and Fillers Made from Soy-Derived Ingredients,by Bohdan Domnich and Andriy Voronov,205
Soybean,A Polycistronic tRNA-amiRNA System Reveals the Antiviral Roles of NbAGO1a/1b/2 Against Soybean mosaic virus Infection,"by Wenhua Bao, Danyang Sun, Yan Qiu, Xiaoke Zhao and Hada Wuriyanghan",180
Soybean,Accessing Citrus and Soybean Flavonoids as Potential Efflux Pump Inhibitors in Drug-Resistant Escherichia coli,"by Wen-Jung Lu, Yi-Chi Huang, Ching-Yi Tai and Hong-Ting Victor Lin",147
Soybean,Effect of Cold Plasma Seed Treatment on Growth and Nitrogen Fixation Traits in Field Pea (Pisum sativum L.) and Soybean (Glycine max L.) Under Cold Stress,"by Dhanuja N. Abeysingha, Surangi H. Thilakarathna, Shifa Dinesh, M. S. Roopesh and Malinda S. Thilakarathna",93
Soybean,Anticancer Potential of Isoflavones: A Narrative Overview of Mechanistic Insights and Experimental Evidence from the Past Ten Years,"by Maryna Schuenck Knupp, Lucas Nicolau de Queiroz, Mateus de Freitas Brito, Lucas Silva Abreu and Bruno Kaufmann Robbs",252
Soybean,Long-Term Application of Organic Amendments Increases Soybean Yield by Enhancing Soil Quality in Aggregate Scale,"by Zhiqi Wang, Mingzhe Sun, Yanke Wang, Xin Liu, Haoliang Feng, Yuanchen Zhu, Zhimin Wu, Xinchun Lu, Lei Yan and Wenxiu Zou",178
Soybean,Escaping Maturation Stress: Late Sowing as a Strategy to Secure High-Vigor Soybean Seeds in Subtropical Low-Altitude Environments,"by Jose Ricardo Bagateli, Ricardo Mari Bagateli, Giovana Carla da Veiga, Ivan Ricardo Carvalho, Willyan Junior Adorian Bandeira and Geri Eduardo Meneghello",99
Soybean,JM-Guided Sentinel 1/2 Fusion and Lightweight APM-UNet for High-Resolution Soybean Mapping,"by Ruyi Wang, Jixian Zhang, Xiaoping Lu, Zhihe Fu, Guosheng Cai, Bing Liu and Junfeng Li",184
Soybean,Acaricidal Activity of Botanical Oils Against Tetranychus urticae and Their Non-Target Effects on Amblyseius swirskii and Photosynthesis in Papaya,"by Alicia A. Ibarra-Moguel, Marcos E. Cua-Basulto, Alejandra González-Moreno, Esaú Ruiz-Sánchez, Jehú G. Noh-Kú, Adrián I. Fernández-Basto and René Garruña",131
Soybean,Effect of Biochar and Well-Rotted Manure on Maize Yield in Intercropping Systems Based on High-Throughput Sequencing Technology,"by Hui Liu, Wenlong Zhang, Wanyu Dou, Yutao Li, Guoxin Shi and Wei Pei",160
Soybean,Self-Supervised Learning for Soybean Disease Detection Using UAV Hyperspectral Imagery,"by Mustafizur Rahaman, Vasit Sagan, Felipe A. Lopes, Haireti Alifu, Cagri Gul, Hadi Aliakbarpour and Kannappan Palaniappan",266
Soybean,A Single Amino Acid in Cucumber Mosaic Virus Determines Systemic Infection in Legumes: Species-Specific Differences in Key Residue Locations,"by Jisoo Park, Dongjoo Min, Gyeong Geun Min, Hangil Kim, Ju-Yeon Yoon, Rae-Dong Jeong and Jin-Sung Hong",138
Soybean,Comparative Transcriptomics Reveals the Molecular Basis for Inducer-Dependent Efficiency in Gastrodin Propionylation by Aspergillus oryzae Whole-Cell Biocatalyst,"by Desheng Wu, Maohua Ma, Xiaohan Liu, Xiaofeng Li and Guanglei Zhao",202
Soybean,Innovative Farming Technique: The Use of Agricultural Bio-Inputs by Soybean Farmers in Brazil,"by Gabriel da Silva Medina, Luciana Cordeiro do Nascimento, Marciel João Stadnik and Maria Lucrecia Gerosa Ramos",276
Soybean,Harnessing Rhizobial Inoculation for Sustainable Nitrogen Management in Mung Bean (Vigna radiata L.),"by Dieini Melissa Teles dos Santos, Vinício Oliosi Favero, Ana Beatriz Carneiro Leite, Giulia da Costa Rodrigues dos Santos, Jaqueline Carvalho de Almeida, Josimar Nogueira Batista, Willian Pereira, Everaldo Zonta, Segundo Urquiaga, Norma Gouvêa Rumjanek and Gustavo Ribeiro Xavier",229
Soybean,A Novel Semi-Hydroponic Root Observation System Combined with Unsupervised Semantic Segmentation for Root Phenotyping,"by Kunhong Li, Siyue Xu, Christoph Menz, Feng Yang, Helder Fraga, João A. Santos, Bing Liu and Chenyao Yang",246
Soybean,"The Role of Dietary Schizochytrium Powder in Chicken Production Performance, Egg Quality, and Antioxidant Status","by Qianbao Wang, Huayun Huang, Chunmiao Li, Zhengyang Huang, Zhaolin Wu, Linglin Kong, Zhenhua Zhao and Zhicheng Wang",172
Soybean,Autonomous Navigation for Efficient and Precise Turf Weeding Using Wheeled Unmanned Ground Vehicles,"by Linfeng Yu, Xin Li, Jun Chen and Yong Chen",222
Soybean,Graph-SENet: An Unsupervised Learning-Based Graph Neural Network for Skeleton Extraction from Point Cloud,"by Jie Li, Wei Guo and Wenli Zhang",196
Soybean,Elevated Soybean Seed Oil Phenotype Associated with a Single Nucleotide Polymorphism in GmNFR1α,"by Sri Veda Patibandla, Militza Carrero-Colón, Qijian Song, Quilin Qin, Elizabeth Clevinger, Hongyan Zhu, M. A. Saghai Maroof and Karen Hudson",233
Soybean,Adjuvant-Free Murine Models of Allergic Sensitization to the Major Soybean Allergen Gly m 4,"by Ivan V. Bogdanov, Ekaterina I. Finkina, Alfia G. Kamaeva, Marina S. Krasilshchikova and Tatiana V. Ovchinnikova",169
Soybean,Machine Learning-Based Prediction of Soybean Plant Height from Agronomic Traits Across Sequential Harvests,"by Bruno Rodrigues de Oliveira, Renato Lustosa Sobrinho, Fernando Rodrigues Trindade Ferreira, Fernando Ferrari Putti, Matteo Bodini, Camila Martins Saporetti and Leonardo Goliatt",259
Soybean,"Engineering Assessment of Small-Scale Cold-Pressing Machines and Systems: Design, Performance, and Sustainability of Screw Press Technologies in Serbia",by Ranko Romanić and Tanja Lužaić,218
Soybean,“Super Sandwich” Assay Using Phenylboronic Acid for the Detection of E. coli Contamination: Methods for Application,"by Anna N. Berlina, Svetlana I. Kasatkina, Margarita O. Shleeva, Anatoly V. Zherdev and Boris B. Dzantiev",329
Soybean,"Salt Tolerance in Soybean (Glycine max L.): A Comprehensive Review of Molecular Mechanisms, Key Regulators, and Future Perspectives for Saline Soil Utilization","by Tingjia Dong, Lei Yan, Jiahui Wang, Yusheng Niu and Lu Wang",372
Soybean,Fermentation Process Evaluation of a Sustainable and Innovative Miso Made from Alternative Legumes,"by Rafaela Santos, Beatriz Parente, Mariana Mota, Anabela Raymundo and Catarina Prista",270
Soybean,Cold Shock-Induced Nanocomposite Polymer Packaging Maintains Postharvest Quality of Vegetable Soybeans,"by Xiaogang Wang, Liangyi Zhao, Xiaohuan Liang, Yonghua Zheng and Peng Jin",190
Soybean,Assessment of Competitiveness and Complementarity in Agri-Food Trade Between the European Union and Mercosur Countries,by Małgorzata Bułkowska and Łukasz Ambroziak,335
Soybean,Identification of the Splicing Factor GmSR34b as a Negative Regulator of Salt Stress Response in Soybean Through Transcriptome and Alternative Splicing Analysis,"by Jin-Bao Gu, Yin-Jie Cheng, Cong Li, Bai-Hong Zhang, Yu-Hang Zhang, Xiao-Yan Liang, Yang Li and Yan Lin",176
