Keyword,Title,Authors,Views
Rice,"An Insight into Biology, Function and Pest Management Guidance of Gut Microbiota in Spodoptera frugiperda","by Xiao-Rui Yan, Jia-Ni Li, Ze-Yang Sun and Chun-Cai Yan",155
Rice,Differential Assembly of Rhizosphere Microbiome and Metabolome in Rice with Contrasting Resistance to Blast Disease,"by Jian Wang, Deqiang Li, Daihua Lu, Cheng Chen, Qin Zhang, Rongtao Fu and Fu Huang",96
Rice,Mapping of Cadmium Tolerance-Related QTLs at the Seedling Stage in Diploid Potato Using a High-Density Genetic Map,"by Ling Su, Xinqi Li, Lixing Ning, Peng Shu, Qingyi Zhang, Zugen Liu, Xiong Peng, Huili Liu, Yuan Yuan, Dingbo Yuan, Guicheng Liu, Guangyong You, Junfang Chen, Xiaoman Liu, Yi Tao, Yanhong Feng and Jing Yang",182
Rice,Biochar Addition Effects on Rice Yield and Climate Change from Rice in the Rice–Wheat System: A Meta-Analysis,"by Li Zhang, Feng Zhang, Kaiping Zhang and Huihui Wei",124
Rice,Selective Attributes and Purchase Behavior for Black Sesame (Sesamum indicum L.) Seolgi: An Empirical Study of South Korean Consumers,"by Chan Ho Choi, Ji Ahn Han and Ki Han Kwon",217
Rice,Research on Simplified Nursery and Labor-Saving Mechanized Transplanting Technologies to Improve Rice Production Efficiency in Southern China,"by Haoyu Wang, Zengyou Hu, Yutong Ge, Fangfu Xu, Guangyan Li, Ying Zhu, Guodong Liu, Qun Hu and Haiyan Wei",131
Rice,Towards Sustainable Construction: Hybrid Prediction Modeling for Compressive Strength of Rice Husk Ash Concrete,"by Wanling Yang, Yasha Ji, Shengtao Zhou, Ling Ji, Yu Lei and Minhao Wang",201
Rice,The Potential of Barista Coffee Waste to Adsorb Copper and Zinc from Aqueous Solutions,"by Basmah Bushra, Paul J. Wood and Diganta B. Das",159
Rice,Avian Immunoglobulin Y Antibodies Targeting the Protruding or Shell Domain of Norovirus Capsid Protein Neutralize Norovirus Replication in the Human Intestinal Enteroid System,"by Ming Xia, Mohamed Ichou, Mathew Landivar, Peng Zhou, Sai Navya Vadlamudi, Alice Leruth, Charlotte Nyblade, Paul Cox, Lijuan Yuan, Julius Goepp and Ming Tan",264
Rice,Transcriptomic Analysis of Rice (Jijing129) Reveals Growth and Gene Expression Responses to Different Red-Blue Laser Light Treatments,"by Xuemei Liang, Qi Liu, Li Qin, Peng Jia, Jianfeng Wang, Changjiang Zhang, Xintong Dai, Wenbo Yu, Xiaoyu Lei, Ningning Wang and Minglai Yang",181
Rice,"Reduction of Pesticide Clothianidin, Thiamethoxam, and Propoxur Residues via Plasma-Activated Water Generated by a Pin-Hole Air Plasma Jet","by Suchintana Limkoey, Jitkunya Yuenyong, Chonlada Bennett, Dheerawan Boonyawan, Phumon Sookwong and Sugunya Mahatheeranont",169
Rice,Identification and Functional Characterization of the CrRLK1L Gene Family in Salt Tolerance in Rice (Oryza sativa L.),"by Haoqiang Du, Xingyu Wang, Jifang Hu, Kefei Tan, Chuanzeng Liu and Bo Ma",163
Rice,Integrated Assessment Framework for Rice Yield and Energy Yield in Bifacial Agrivoltaic Systems,by Seokhun Yoo and Kyungsoo Lee,135
Rice,The Effects of Photoperiodic Transcription Factor OsPRR37 on Grain Filling and Starch Synthesis During Rice Caryopsis Development,"by Hanbing Zhang, Siqi Tang, Funan Wei, Wubei Zong, Junbin Hou, Xu Ran, Jingjing Zhao, Jingxin Guo and Zhonghua Wang",198
Rice,Yield Data Management in Rice Cultivation in Precision Agriculture Terms: The Greek Paradigm,"by Christos Karydas, Miltiadis Iatrou and Spiros Mourelatos",159
Rice,Basophilic Response in Patients with Persistent Symptoms Attributed to Lyme Borreliosis Treated with Hydrolysed Arabinoxylan Rice Bran,"by Basant K. Puri, Gary S. Lee, Georgia Tuckey, Lisa Wyness, Reine Corley, Lucy Monaghan and Sari J. Arminen",193
Rice,Biowax Impregnation of Recyclable Packaging Papers with Enhanced Water and Oil Barrier Properties,by Pieter Samyn,130
Rice,Synergistic Toxicity Reduction of Cadmium in Rice Grains by Foliar Co-Application of Nano-Silica and Surfactants,"by Jihao Kang, Pengyue Yu, Zhi Huang, Zhenglong Tong, Ruimin Chang, Zhiyan Xie, Shiyu Gui and Ying Huang",252
Rice,Geopolymerization of Kaolin Clay with Hemp Fibers for Sustainable Soil Stabilization,"by Bilge Aksu Alcan, Halil Oğuzhan Kara and Mehmet Uğur Yılmazoğlu",259
