Keyword,Title,Authors,Views
image sensing,Advancing Hyperspectral LWIR Imaging of Soils with a Controlled Laboratory Setup,"by Helge L. C. Daempfling, Robert Milewski, Gila Notesco, Eyal Ben-Dor and Sabine Chabrillat",191
image sensing,RSDB-Net: A Novel Rotation-Sensitive Dual-Branch Network with Enhanced Local Features for Remote Sensing Ship Detection,"by Danshu Zhou, Yushan Xiong, Shuangming Yu, Peng Feng, Jian Liu, Nanjian Wu, Runjiang Dou and Liyuan Liu",102
image sensing,A Miniature Large-Depth-of-Field Camera Using a Long-Wavelength Infrared Metalens,"by Yongzheng Lu, Xuhui Zhang, Jianwei Hou, Tianchen Tang, Li Wei, Zhuoqing Yang, Bo Dai, Songlin Zhuang and Dawei Zhang",272
image sensing,Nitrogen-Doped Carbon Dots Derived from Onion Peel (Allium cepa) for Fluorescence-Based Detection of Microplastics,"by Ma. Sofia Sam Pintoy, Fayeeh Joy Dabalus, Joemari Voluntad, Carlou Eguico, Allan N. Soriano, Nathaniel P. Dugos and Rugi Vicente Rubi",116
image sensing,High-Speed Die Bond Quality Detection Using Lightweight Architecture DSGβSI-SECS-Yolov7-Tiny,"by Bao Rong Chang, Hsiu-Fen Tsai and Wei-Shun Chang",261
image sensing,Proximal Monitoring of CO2 Dynamics in Indoor Smart Farming: A Deep Learning and Image-Sensor Fusion Approach,"by Seunghun Lee, Bora Kim, Sang-Gyu Cheon and Jae Won Lee",218
image sensing,Comparison of Distributed Fiber Optic Sensing and Digital Image Correlation Measurement Techniques for Evaluation of Flexural Behavior of CFRP-Prestressed Concrete Beams,"by Agnieszka Wiater, Dominika Ziaja, Maciej Kulpa and Tomasz Siwowski",294
image sensing,ASGT-Net: A Multi-Modal Semantic Segmentation Network with Symmetric Feature Fusion and Adaptive Sparse Gating,"by Wendie Yue, Kai Chang, Xinyu Liu, Kaijun Tan and Wenqian Chen",239
image sensing,Predicting Moisture in Different Alfalfa Product Forms with SWIR Hyperspectral Imaging: Key Wavelengths for Low-Cost Sensor Development,"by Hongfeng Chu, Yanhua Ma, Chunmao Fan, He Su, Haijun Du, Ting Lei and Zhanfeng Hou",248
image sensing,CMSNet: A SAM-Enhanced CNN–Mamba Framework for Damaged Building Change Detection in Remote Sensing Imagery,"by Jianli Zhang, Liwei Tao, Wenbo Wei, Pengfei Ma and Mengdi Shi",365
image sensing,Using an Optoelectronic Method for the Non-Destructive Sorting of Hatching Duck Eggs,"by Shokhan Alpeisov, Aidar Moldazhanov, Akmaral Kulmakhambetova, Azimjan Azizov, Zhassulan Otebayev and Dmitriy Zinchenko",181
image sensing,HDR-IRSTD: Detection-Driven HDR Infrared Image Enhancement and Small Target Detection Based on HDR Infrared Image Enhancement,"by Fugui Guo, Pan Chen, Weiwei Zhao and Weichao Wang",253
image sensing,All-Polymer Multilayer Lab-on-Fiber Ultrasonic Detectors in the Biomedical Field: A Numerical Study in Pursuit of Photoacoustic Applications,"by Barbara Rossi, Maria Alessandra Cutolo, Paolo Massimo Aiello, Giovanni Breglio, Andrea Cusano and Martino Giaquinto",241
image sensing,Assessment of GNSS-Based InBSAR Deformation Monitoring Using GB-SAR and D-GNSS Measurements,"by Zhixiang Xu, Zhanze Wang, Yunkai Deng, Yuanhao Li, Di Yao and Feifeng Liu",220
image sensing,MTH-Net: A Mamba–Transformer Hybrid Network for Remote Sensing Image Change Captioning,"by Chao Ma, Xiao Lv, Heping Zhong, Qian Xie and Zijun Luo",157
image sensing,Enhancing Soil Texture Mapping and Drought Stress Assessment Through Dual-Phase Remote Sensing in Typical Black Soil Regions,"by Wenqi Zhang, Wenzhu Dou, Liren Gao, Xue Li and Chong Luo",185
image sensing,HCTANet: Hierarchical Cross-Temporal Attention Network for Semantic Change Detection in Complex Remote Sensing Scenes,"by Zhuli Xie, Gang Wan, Zhanji Wei, Nan Li and Guangde Sun",197
image sensing,"Time Series Analysis of GNSS, InSAR, and Robotic Total Station Measurements for Monitoring Vertical Displacements of the Dniester HPP Dam (Ukraine)",by Kornyliy Tretyak and Denys Kukhtar,178
